Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,pro bowl?
Cameron Vaughn,OLB,76,235,4.65,32,17,117,7.24,4.22,0
Marcus Vick,QB,72,200,4.47,36,,117,6.94,4.08,0
Lawrence Vickers,FB,72,245,4.82,30.5,21,104,7.74,4.63,0
Delanie Walker,WR,73,240,4.49,36.5,,118,,,1
John Walker,CB,72,205,4.62,40,,125,,4.16,0
Cooper Wallace,TE,76,261,4.78,29,21,105,7.29,4.21,0
Scott Ware,SS,73,218,4.7,37,15,115,7.05,4.25,0
Leon Washington,RB,68,201,4.42,32.5,17,105,6.94,4.37,1
Pat Watkins,FS,77,211,4.42,41,14,133,,,0
Todd Watkins,WR,74,202,4.4,36,15,118,7.13,4.24,0
Gabe Watson,DT,75,339,5.27,25,36,96,8.28,4.8,0
Steve Weatherford,P,74,217,4.82,,,,,,0
Dee Webb,CB,71,183,4.41,36.5,,121,,,0
Jeff Webb-02,WR,74,211,4.4,37,,126,6.81,4.08,0
Stefon Wheeler,OT,77,339,5.73,19.5,,74,8.09,4.86,0
Guy Whimper,OT,77,304,4.96,29,26,102,7.38,4.59,0
LenDale White,RB,72,238,4.49,,,,,,0
Terrence Whitehead,RB,70,209,4.69,30.5,,108,7.21,4.27,0
Charlie Whitehurst,QB,77,223,4.75,33,,112,7,4.11,0
E.J. Whitley,OT,77,309,5.35,25,16,101,7.53,4.79,0
Donte Whitner,SS,70,204,4.4,40,18,132,,,1
Andrew Whitworth,OT,79,334,5.16,30.5,28,112,8.23,4.83,1
Gerris Wilkinson,ILB,75,233,4.66,39,19,122,7.21,4.17,0
Brandon Williams-01,WR,69,179,4.48,34.5,,115,6.87,4.07,0
DeAngelo Williams,RB,69,214,4.45,35.5,25,121,,,1
Demetrius Williams,WR,74,197,4.52,38,,127,6.84,4.08,0
Jamar Williams,OLB,72,236,4.59,37,,120,7.03,4.29,0
Jimmy Williams-02,CB,74,213,4.44,,,,,,0
Leon Williams,ILB,75,245,4.54,,25,,,,0
Mario Williams,DE,79,295,4.7,40.5,35,120,7.19,4.36,1
T.J. Williams,TE,74,269,4.72,34,25,111,7.49,4.54,0
Travis Wilson-02,WR,74,214,4.47,36.5,,120,6.7,3.99,0
Kamerion Wimbley,DE,76,248,4.61,38.5,24,129,6.97,4.48,0
Eric Winston,OT,79,310,4.94,29,,108,7.47,4.44,0
Rodrique Wright,DT,77,300,5.08,32,31,110,7.84,4.51,0
Claude Wroten,DT,74,302,5.08,,,,,,0
Justin Wyatt,CB,69,189,4.72,,14,,,,0
James Wyche,DE,77,262,4.63,33,27,116,7.75,4.51,0
Ashton Youboty,CB,72,189,4.44,,,,,,0
Vince Young,QB,77,229,4.48,,,,,,1
Alan Zemaitis,CB,73,194,4.57,,,,,,0
Jon Abbate,ILB,70,231,5,38.5,26,115,7.12,4.33,0
Victor Abiamiri,DE,76,267,4.8,,25,,,,0
Gaines Adams,DE,77,258,4.64,35,,119,7.17,4.36,0
Jesse Ainsworth,K,75,218,4.75,,,,,,0
Ikaika Alama-Francis,DE,77,280,4.85,,,,,,0
Rufus Alexander,OLB,73,228,4.79,35,25,117,7.06,4.3,0
Gerald Alexander,FS,72,210,4.51,41,15,124,7.24,4.21,0
Jay Alford,DT,75,304,5.17,25.5,,103,7.81,4.83,0
Michael Allan,TE,78,255,4.71,36,19,123,7.31,4.52,0
Andy Alleman,OG,76,305,5.07,30,27,106,7.8,4.65,0
Aundrae Allison,WR,72,198,4.39,37,,127,,,0
Jamaal Anderson,DE,77,288,4.75,,,,,,0
Deon Anderson,FB,71,243,4.73,33,23,114,7.27,4.43,0
Cory Anderson,FB,74,247,4.7,37,19,115,7.37,4.35,0
Antwan Applewhite,DE,75,250,4.73,35,25,115,7.5,4.36,0
Anthony Arline,CB,74,199,4.43,34.5,12,124,7.02,4.46,0
Baraka Atkins,DE,76,271,4.69,33,22,111,,,0
Travarous Bain,CB,72,182,4.43,,10,,,,0
Dallas Baker,WR,75,208,4.53,36,,129,6.69,4.19,0
Reggie Ball,WR,71,203,4.67,30,15,112,6.9,4.19,0
David Ball,WR,73,196,4.7,,,,6.94,4.21,0
Allen Barbre,OT,76,300,4.84,32,28,105,7.4,4.63,0
Antwan Barnes,OLB,73,240,4.43,35,31,122,7.29,4.32,0
Dan Bazuin,DE,75,266,4.77,30,25,109,7.09,4.75,0
Jon Beason,OLB,72,237,4.72,,19,111,,,1
John Beck,QB,74,215,4.75,29.5,,111,6.81,4.17,0
Josh Beekman,OG,74,313,5.36,25.5,24,93,8.24,4.81,0
Nate Bennett,OG,76,316,5.47,26.5,34,90,8.15,5.04,0
Fred Bennett,CB,73,196,4.46,38.5,17,125,6.67,4.3,0
Stephen Berg,OG,77,330,5.38,,19,,,,0
Larry Birdine,DE,76,261,5.02,32,21,107,7.47,4.76,0
Desmond Bishop,ILB,74,239,4.78,,33,,,,0
Quincy Black,OLB,74,240,4.42,41.5,24,124,6.86,4.34,0
H.B. Blades,ILB,71,236,4.69,,22,,,,0
Justin Blalock,OG,75,320,5.1,28.5,40,101,7.75,4.72,0
Kody Bliss,P,70,179,5.08,,,,,,0
Lorenzo Booker,RB,70,191,4.46,35.5,26,121,,,0
Kevin Boss,TE,78,252,4.78,35,,116,6.96,4.41,0
Dwayne Bowe,WR,74,221,4.51,33,,125,6.81,4.35,1
Tyron Brackenridge,CB,71,189,4.67,,,,,,0
Stewart Bradley,OLB,76,254,4.72,35.5,28,112,7.29,4.17,0
Ahmad Bradshaw,RB,69,198,4.55,34,,112,6.7,4.09,0
Alan Branch,DT,78,324,5.07,27.5,33,107,,,0
Steve Breaston,WR,72,193,4.46,33,,124,6.9,4.29,0
Tarell Brown,CB,71,190,4.45,33.5,17,111,7,4.37,0
Levi Brown-01,OT,77,323,5.4,25.5,31,97,7.87,4.89,0
Larry Brown,DT,75,297,5.2,27,22,108,7.67,4.81,0
Kareem Brown,DT,76,290,5.38,26.5,,96,,,0
Mkristo Bruce,DE,78,268,5,29,21,106,7.38,4.8,0
Eldra Buckley,RB,69,202,4.56,35.5,14,120,7.71,4.43,0
Noland Burchette,DE,74,259,4.73,,15,,,,0
Prescott Burgess,OLB,75,240,4.82,32.5,19,106,7.01,4.31,0
Michael Bush,RB,73,243,4.62,,,,,,0
Andrew Carnahan,OT,79,306,5.2,,22,,,,0
Brendan Carney,P,76,203,5.03,,,,,,0
Adam Carriker,DE,78,296,4.9,33.5,33,110,7.06,4.18,0
Zach Catanese,FS,74,225,4.6,,24,,,,0
Scott Chandler,TE,79,270,4.78,30,16,111,7.26,4.32,0
Matt Clark,K,72,181,,,,,,,0
Jeremy Clark-01,DT,74,309,5.02,29,29,104,7.78,4.82,0
Thomas Clayton,RB,70,218,4.63,36.5,23,121,,,0
David Clowney,WR,72,188,4.36,32.5,,123,7,4.15,0
Daniel Coats,TE,75,257,4.94,30,34,111,7.07,4.43,0
Michael Coe,CB,73,190,4.53,35,17,122,6.78,4.31,0
Joe Cohen,DT,74,313,5.1,26,34,,,,0
Duane Coleman,CB,69,199,4.57,35.5,18,120,7.18,4.51,0
Alonzo Coleman,RB,70,207,4.49,,27,120,,,0
Jemalle Cornelius,WR,71,184,4.57,34.5,,123,6.99,4.3,0
Jon Cornish,RB,71,206,4.62,34,,118,7.09,,0
Mason Crosby,K,73,212,5.18,,,,,,0
Tim Crowder,DE,76,272,4.69,30.5,32,111,7.28,4.32,0
Quinton Culberson,OLB,73,236,4.77,29.5,18,113,,,0
Craig Dahl,SS,74,216,4.55,35,17,122,6.69,4.26,0
Jessie Daniels,SS,71,216,4.54,,25,,,,0
Kenneth Darby,RB,70,211,4.75,30,19,108,7.25,4.53,0
Doug Datish,C,76,302,5.13,26,31,102,7.51,4.65,0
Chris Davis-02,WR,70,181,4.5,35.5,,115,6.66,4.14,0
Buster Davis-01,WR,73,207,4.41,,,,,,0
Buster Davis-02,ILB,69,239,4.64,31,24,104,7.28,4.37,0
A.J. Davis,CB,70,193,4.56,,16,,,,0
Victor DeGrate,DE,75,249,4.77,,19,,,,0
Chris Denman,OT,78,315,5.62,27.5,21,97,8.1,4.92,0
Zak DeOssie,ILB,77,250,4.58,34.5,26,122,6.89,4.22,1
Tim Duckworth,OG,75,306,5.42,25,20,94,8.26,4.78,0
Justin Durant,ILB,73,230,4.51,36,25,121,6.77,4.09,0
Quintin Echols,DT,73,328,5.4,,25,,,,0
Trent Edwards,QB,76,231,4.76,,19,,7.14,4.46,0
Tala Esera,OT,75,312,5.22,,,,,,0
Earl Everett,OLB,74,238,4.73,32,19,113,,,0
Aaron Fairooz,WR,78,209,4.49,36,,125,6.89,4.27,0
Mark Fenton,C,76,290,5.15,,22,,,,0
Brandon Fields,P,77,239,5.26,,,,,,1
Yamon Figurs,WR,71,174,4.3,,,123,6.85,4.21,0
Joel Filani,WR,74,211,4.57,32.5,17,117,,,0
Nick Folk,K,73,225,4.95,,,,,,1
Jacob Ford,DE,76,249,4.65,,19,,,,0
Eric Frampton,SS,71,204,4.61,34.5,10,122,6.84,4.17,0
Doug Free,OT,78,324,5.19,30,22,111,7.38,4.53,0
Dustin Fry,C,75,314,5.28,,34,,,,0
Brandon Frye,OT,76,301,5.08,32.5,34,103,7.5,4.4,0
C.J. Gaddis,FS,71,203,4.45,36.5,20,121,7.28,4.3,0
Josh Gattis,FS,73,206,4.51,34.5,22,121,6.72,4.27,0
Luke Getsy,QB,74,222,4.96,32.5,,106,6.95,4.46,0
Ted Ginn,WR,71,178,4.38,,,,,,0
Dashon Goldson,FS,74,205,4.6,34.5,12,115,7.37,4.46,1
Anthony Gonzalez,WR,72,193,4.44,38,,123,6.54,4.08,0
Adam Graessle,P,76,215,4.84,,,,,,0
Corey Graham,CB,72,195,4.42,,10,,,,1
Michael Griffin,SS,72,202,4.45,36,16,120,6.6,4.1,1
Ben Grubbs,OG,75,311,5.18,26.5,29,103,7.99,4.72,1
Matt Gutierrez,QB,76,232,5,29.5,,108,6.99,4.28,0
Leon Hall,CB,71,193,4.39,37.5,15,125,6.5,4.07,0
KaMichael Hall,OLB,72,228,4.77,33,,111,7.5,4.62,0
Gabe Hall,OT,76,313,4.91,29,22,104,7.59,4.68,0
Jonny Harline,TE,76,248,4.84,28.5,15,106,7.05,4.68,0
Justin Harrell,DT,76,300,5.04,30.5,24,108,7.63,4.79,0
Ryan Harris,OT,76,305,5.09,25.5,22,100,7.78,4.52,0
Nate Harris,OLB,72,230,4.6,32,26,107,7.19,4.52,0
Leroy Harris,C,74,302,5.35,24.5,29,96,8,4.8,0
David Harris,ILB,74,243,4.59,33,23,107,7.25,4.29,0
Clark Harris,TE,77,261,4.8,32,21,112,,4.4,1
Brandon Harrison,SS,74,227,4.58,,23,,,,0
Mario Henderson,OT,78,302,5.11,28.5,20,109,7.6,4.87,0
Chris Henry-02,RB,71,230,4.4,36,26,127,6.96,4.14,0
Stephon Heyer,OT,78,334,5.59,,30,94,,,0
Justin Hickman,OLB,73,254,4.75,29.5,23,115,7.06,4.43,0
Jarrett Hicks,WR,75,210,4.67,34.5,,120,,,0
Johnnie Lee Higgins,WR,71,186,4.48,36.5,,122,6.62,4.32,0
Jason Hill,WR,72,204,4.32,37,,123,7.02,4.22,0
Corey Hilliard,OT,77,308,5.29,27,28,106,7.45,4.65,0
Jonathan Holland,WR,72,191,4.45,35.5,15,120,7.12,4.4,0
Chris Houston,CB,70,185,4.32,36,27,122,6.94,4.12,0
Dante Hughes,CB,70,190,4.56,28.5,16,114,7.28,4.43,0
Tony Hunt,RB,74,233,4.68,,24,,,,0
Nate Ilaoa,RB,69,245,4.77,30,25,103,7.1,4.42,0
Kenny Irons,RB,71,203,4.45,38,,123,7,4.17,0
David Irons,CB,70,190,4.44,29.5,11,111,7.18,4.3,0
Xzavie Jackson,DE,75,278,4.92,33,18,110,,,0
Tanard Jackson,FS,72,200,4.52,32.5,12,121,6.89,4.28,0
Keith Jackson-02,DT,72,305,5.05,30,33,,7.65,4.56,0
DeAndre Jackson,CB,71,193,4.48,,14,,,,0
Brandon Jackson,RB,70,210,4.54,37,21,122,7,4.14,0
Drisan James,WR,72,193,4.52,39,14,126,7.09,4.39,0
Dwayne Jarrett,WR,76,219,4.62,,,,,,0
Rory Johnson,OLB,72,232,4.59,38,19,116,,4.07,0
Michael Johnson-01,SS,75,205,4.62,33,15,114,7.04,4.32,0
Charles Johnson,DE,74,270,4.84,34,33,118,7.5,,0
Calvin Johnson,WR,77,239,4.35,,,,,,1
Antonio Johnson,DT,75,310,5.15,29,28,108,7.47,4.49,0
Onrea Jones,WR,71,202,4.42,39,,121,7.05,4.28,0
Mike Jones,OG,77,309,5.46,25.5,28,98,7.8,4.88,0
James Jones,WR,73,207,4.54,34,22,119,7.06,4.2,0
Jacoby Jones,WR,75,210,4.5,34,,129,7.03,4.31,1
Ryan Kalil,C,75,299,4.96,26,34,104,7.5,4.34,1
Jordan Kent,WR,76,217,4.49,,,,,,0
Aaron King,LS,73,239,4.78,,,,,,0
Adam Koets,OT,77,298,5.08,32,20,106,7.44,4.47,0
Kevin Kolb,QB,75,218,4.85,32.5,,112,6.94,4.44,0
Toby Korrodi,QB,75,234,5.37,25,,91,7.77,4.64,0
Derek Landri,DT,74,288,4.96,,24,,,,0
LaRon Landry,FS,72,213,4.35,37.5,,123,,,1
Zach Latimer,ILB,74,237,4.78,34,19,109,7.27,4.45,0
Chris Leak,QB,72,209,4.74,32.5,,113,7.03,4.41,0
Nick Leeson,LS,73,255,5.08,,,,,,0
Brian Leonard,RB,73,226,4.52,34.5,28,122,6.88,4.22,0
Reggie Lewis,CB,70,204,4.54,34,14,119,7.13,,0
Enoka Lucas,C,75,303,5.46,27.5,34,104,8.1,4.84,0
Marshawn Lynch,RB,71,215,4.46,35.5,20,125,7.05,4.55,1
James Marten,OT,79,309,5.08,30.5,,100,7.68,4.54,0
Mike Mason,WR,72,190,4.4,39.5,,129,6.94,4.08,0
Ryan McBean,DT,76,286,4.98,28,27,108,7.79,4.46,0
Turk McBride,DT,74,277,4.81,31,27,108,7.1,4.12,0
Trumaine McBride,CB,69,185,4.57,34.5,14,122,6.96,4.32,0
Marcus McCauley,CB,73,203,4.39,36,17,129,6.61,4.17,0
LeRon McClain,FB,72,256,4.75,29.5,14,113,7.14,4.47,1
Marquay McDaniel,WR,70,205,4.52,33.5,19,114,7.13,4.35,0
Ray McDonald,DE,75,276,4.88,,,,,,0
Brandon McDonald,CB,71,181,4.58,33,17,118,7.44,4.76,0
Ronnie McGill,RB,71,213,4.59,,22,,,,0
Rhema McKnight,WR,73,211,4.53,34,,118,6.84,4.16,0
Robert Meachem,WR,74,214,4.39,37.5,,121,6.97,4.31,0
Brandon Mebane,DT,73,309,5.15,24,24,106,7.94,4.65,0
Justin Medlock,K,72,201,4.89,,,,,,0
Brandon Meriweather,FS,71,195,4.47,35,11,111,7.06,4.33,1
Zach Miller,TE,76,256,4.87,34,,115,7.01,4.42,1
Martrez Milner,TE,76,252,4.79,34,19,117,7.35,4.49,0
Marvin Mitchell,ILB,75,249,4.87,32,22,108,7.29,4.25,0
Ryan Moore,WR,74,217,4.54,32,,110,6.87,4.35,0
Jay Moore,DE,77,274,4.92,34,26,118,7.19,4.35,0
Drew Mormino,C,75,299,5.32,28,27,105,7.48,4.53,0
Quentin Moses,DE,77,261,4.82,32,17,115,7.38,4.53,0
Tyrone Moss,RB,69,231,4.75,31,16,107,,4.56,0
Jarvis Moss,DE,78,250,4.7,30.5,16,120,,,0
Dan Mozes,C,75,293,5.35,25.5,28,101,7.98,4.84,0
Legedu Naanee,WR,74,225,4.41,40,19,119,,,0
Chinedum Ndukwe,FS,74,206,4.49,37.5,15,,,,0
Reggie Nelson,FS,71,198,4.48,34.5,,,,,1
J.D. Nelson,FS,71,207,4.83,32.5,,111,7.29,4.53,0
Syvelle Newton,WR,73,218,4.64,,20,,,,0
Joe Newton,TE,79,257,4.89,31,20,109,7.35,4.57,0
Stephen Nicholas,OLB,73,232,4.64,33.5,29,110,7.29,4.45,0
Chad Nkang,SS,71,220,4.52,36.5,23,118,7.1,4.34,0
Uche Nwaneri,OG,75,325,5.37,,24,,,,0
Amobi Okoye,DT,74,302,5.07,30,29,111,7.46,,0
Michael Okwo,ILB,71,232,4.7,35.5,20,121,7.12,4.43,0
Sam Olajubutu,OLB,69,227,4.77,34.5,24,118,7.33,4.34,0
Greg Olsen,TE,78,254,4.51,35.5,23,114,7.04,4.48,1
Mike Otto,OT,77,308,5.2,26.5,20,105,7.62,4.67,0
Brandon Pace,K,70,193,4.74,,,,,,0
Tyler Palko,QB,73,215,4.83,31.5,,112,7.05,4.36,0
Jordan Palmer,QB,78,231,4.98,30.5,,104,7.32,4.58,0
Marcus Paschal,FS,72,201,4.59,33,15,,7.31,4.72,0
Ben Patrick,TE,75,252,4.74,34.5,,111,7.21,4.31,0
David Patterson,DT,74,285,5.1,32.5,21,118,7.47,4.43,0
Kevin Payne,FS,72,220,4.6,35,20,106,7,4.3,0
Leonard Peters,FS,73,210,4.8,32.5,21,110,7.49,,0
Adrian Peterson-02,RB,73,217,4.4,38.5,,127,7.09,4.4,1
Blair Phillips,ILB,73,243,4.84,30.5,23,106,7.01,4.48,0
James Pinkney,QB,74,208,4.79,34,,112,7.35,4.49,0
Sabby Piscitelli,SS,75,224,4.47,34.5,19,122,6.84,3.9,0
Quinn Pitcock,DT,74,299,4.93,34,,112,,,0
Chase Pittman,DE,77,270,5.03,,,,,,0
Antonio Pittman,RB,71,207,4.4,35.5,16,123,6.84,4.16,0
Adam Podlesh,P,71,202,4.54,,,,,,0
Paul Posluszny,OLB,74,238,4.7,37,22,116,6.94,4.2,1
Anthony Pudewell,TE,76,250,5.07,25.5,15,101,7.31,4.41,0
Brady Quinn,QB,76,232,4.73,,24,,,,0
Jerard Rabb,WR,74,201,4.58,36.5,,125,6.99,4.19,0
Manny Ramirez,OG,75,326,5.24,,40,,,,0
Jared Retkofsky,LS,77,265,4.91,,,,,,0
Darrelle Revis,CB,71,204,4.38,,16,,,,1
Alex Reyes,P,73,234,,,,,,,0
Sidney Rice,WR,75,200,4.51,39.5,,119,7.09,4.34,1
Jay Richardson,DE,78,279,5,33,20,112,7.5,4.54,0
Ryne Robinson,WR,69,179,4.47,35,,123,6.71,4.21,0
Laurent Robinson,WR,74,199,4.38,39,19,127,6.83,4.28,0
Gijon Robinson,FB,73,255,4.71,33,21,116,7.23,4.43,0
Brian Robison,DE,75,259,4.67,40.5,27,121,6.89,4.26,0
Dante Rosario,TE,75,244,4.78,36,20,115,6.96,4.47,0
Aaron Ross,CB,72,193,4.44,34,17,118,6.67,4.15,0
Aaron Rouse,SS,76,223,4.58,35,16,,,,0
Jeff Rowe,QB,77,226,4.91,29.5,,114,7.16,4.42,0
Gary Russell,RB,70,229,4.77,31.5,9,113,,4.54,0
JaMarcus Russell,QB,77,265,4.83,,,,,,0
Clifton Ryan,DT,75,310,5.12,26.5,25,102,7.49,4.69,0
Dan Santucci,OG,75,301,5.13,29,23,102,7.47,4.74,0
Dallas Sartz,OLB,77,235,4.71,33.5,20,111,6.85,4.13,0
Samson Satele,C,75,300,5.24,33,25,101,7.47,4.29,0
Nic Schmitt,P,74,252,5.05,,,,,,0
Derek Schouman,FB,74,247,4.74,37.5,27,122,7,4.27,0
Kenny Scott,CB,73,179,4.39,40,10,127,,,0
Arron Sears,OG,75,319,5.09,,21,,,,0
Daniel Sepulveda,P,75,229,4.62,,,,,,0
Ken Shackleford,OT,77,322,5.3,24.5,28,102,8.35,5.05,0
Brandon Sharp,FS,70,194,4.58,37.5,18,,,,0
Tim Shaw,OLB,73,236,4.51,36.5,26,116,7.01,4.12,0
Brandon Siler,ILB,74,241,4.62,30.5,,109,7.34,,0
Juwan Simpson,OLB,74,225,4.55,34.5,15,123,7.22,4.42,0
Mike Sims-Walker,WR,74,209,4.35,36.5,18,121,6.92,4.39,0
Bo Smith,CB,70,193,4.44,33.5,14,,,,0
Bret Smith,WR,74,173,4.55,,,,,,0
Kelvin Smith,ILB,74,240,4.8,32,26,110,7.19,4.42,0
Kolby Smith,RB,71,220,4.5,38,18,114,7.22,4.34,0
Ryan Smith-01,CB,70,174,4.51,,11,,,,0
Steve Smith-03,WR,72,197,4.44,38,,120,6.68,4.19,1
Troy Smith,QB,72,225,4.72,,,,,,0
Jason Snelling,FB,71,230,4.79,30,,111,7.06,4.37,0
Paul Soliai,DT,76,344,5.1,29.5,,103,7.66,4.69,1
Matt Spaeth,TE,79,270,4.83,,,,,,0
Anthony Spencer,DE,75,261,4.7,32.5,30,112,7.14,4.43,1
Joe Staley,OT,78,306,4.79,,27,,,,1
Isaiah Stanback,QB,74,216,4.6,,22,,,,0
Drew Stanton,QB,75,226,4.75,30.5,,108,6.77,4.41,0
Cameron Stephenson,OG,75,306,5.4,28.5,34,101,7.72,4.81,0
Scott Stephenson,C,75,297,5.2,29.5,21,99,7.62,4.57,0
Syndric Steptoe,WR,69,194,4.59,33,17,,,,0
John Stocco,QB,74,207,5.08,27,,104,7.29,4.6,0
Daren Stone,SS,75,218,4.58,39,13,132,7.13,4.44,0
Chansi Stuckey,WR,71,197,4.56,35,,120,6.91,4.14,0
Kasey Studdard,OG,74,303,5.18,,32,,,,0
Palauni Ma Sun,OG,77,319,5.86,24.5,22,91,8.7,5.01,0
Jayson Swain,WR,72,212,4.63,33,,,,,0
Josh Swogger,QB,76,237,5.12,28.5,,107,7.25,4.76,0
Courtney Taylor,WR,74,204,4.5,36,,122,7.22,4.28,0
Herb Taylor,OT,76,296,5.19,27,26,100,7.78,4.64,0
Ramonce Taylor,RB,70,195,4.5,34,,125,6.98,4.23,0
Tony Taylor,OLB,72,236,4.92,32,26,108,7.17,4.36,0
Zac Taylor,QB,74,216,5.06,30.5,,110,7.39,4.6,0
Joe Thomas,OT,79,311,4.92,33,28,110,7.95,4.88,1
Marcus Thomas-01,DT,75,314,5.23,,27,,,,0
Paul Thompson,WR,76,216,4.62,33.5,,127,6.81,4.11,0
Lawrence Timmons,OLB,73,234,4.66,35,25,123,6.89,4.32,1
Matt Toeaina,DT,74,307,5.11,,26,,,,0
Matt Trannon,WR,78,216,4.57,36.5,13,118,7.09,4.34,0
Tank Tyler,DT,74,306,5.18,28.5,42,,,,0
Tony Ugoh,OT,77,301,5.06,32.5,32,117,,,0
Dane Uperesa,OT,76,309,5.28,,,,,,0
Chad Upshaw,TE,76,252,4.9,33.5,16,108,7.23,4.58,0
Elliot Vallejo,OT,79,327,5.38,26,24,94,7.95,5.14,0
Jonathan Wade,CB,70,195,4.36,40.5,,126,7.07,4.4,0
Darius Walker,RB,70,206,4.55,40.5,19,123,7.18,4.39,0
D.J. Ware,RB,72,225,4.61,,21,,,,0
Justin Warren,ILB,75,245,4.85,29.5,16,115,,,0
Anthony Waters,ILB,75,245,4.59,,25,,,,0
Eric Weddle,SS,71,203,4.48,33.5,11,113,6.78,4.12,1
John Wendling,FS,73,222,4.48,38.5,22,129,6.96,4.16,0
Marvin White,FS,73,199,4.54,33.5,17,,,,0
Chandler Williams,WR,71,184,4.42,32.5,,123,6.99,4.29,0
Chaz Williams,CB,71,196,4.68,32.5,13,108,,,0
Paul Williams,WR,73,205,4.45,38.5,,125,7.03,4.24,0
Patrick Willis,ILB,73,242,4.51,39,22,119,7.23,4.46,1
C.J. Wilson-01,CB,73,195,4.62,37.5,,127,6.81,4.2,0
Josh Wilson,CB,69,189,4.39,36.5,20,120,7.07,4.43,0
Julius Wilson,OT,76,327,5.43,27,,103,8.33,5,0
Garrett Wolfe,RB,67,186,4.39,35.5,22,116,6.69,4.08,0
LaMarr Woodley,DE,73,266,4.74,,,,,,1
D'Juan Woods,WR,72,208,4.58,36.5,,120,6.89,4.34,0
Abraham Wright,DE,74,242,4.9,31,24,111,7.2,4.46,0
Dwayne Wright,RB,71,228,4.66,34,14,115,7.23,4.43,0
Eric Wright,CB,71,192,4.36,36.5,16,123,6.93,4.23,0
Mansfield Wrotto,OG,75,317,5.4,,27,92,8.34,4.92,0
DeShawn Wynn,RB,70,232,4.47,31.5,,115,,,0
Marshal Yanda,OT,76,307,5.15,,,,,,1
C.J. Ah You,DE,76,274,4.7,36.5,26,108,7.06,4.4,0
Selvin Young,RB,71,207,4.58,,,,,,0
Jared Zabransky,QB,74,219,4.56,35.5,,111,6.78,4.08,0
Husain Abdullah,FS,72,204,4.63,32.5,16,115,7.07,,0
Jamar Adams,SS,74,212,4.59,34,,121,6.9,4.49,0
Xavier Adibi,OLB,74,232,4.69,30,,110,,4.47,0
Erik Ainge,QB,77,225,4.98,21.5,,108,7.51,4.6,0
Branden Albert,OG,78,309,5.17,26,23,111,7.97,4.78,1
Steve Allen,ILB,72,236,4.87,,17,111,,,0
Anthony Alridge,RB,69,170,4.36,30.5,,134,6.88,,0
Danny Amendola,WR,70,183,4.58,27.5,13,103,6.81,4.25,0
Adrian Arrington,WR,75,203,4.55,,,,,,0
Donnie Avery,WR,71,192,4.43,,16,,,,0
Cliff Avril,OLB,75,253,4.51,32.5,27,117,6.9,4.51,1
Sam Baker,OT,77,309,5.5,,28,,,,0
Kentwan Balmer,DT,76,308,5.29,29,33,103,7.65,4.82,0
Dominique Barber,FS,72,210,4.68,34,23,117,7.08,4.34,0
Gary Barnidge,TE,78,243,4.61,31,22,117,6.92,4.23,1
Josh Barrett,SS,74,223,4.34,31.5,17,121,7.07,4.27,0
Kirk Barton,OT,76,310,5.01,,34,,,,0
Demetress Bell,OT,77,303,5.18,26.5,9,109,7.65,4.65,0
Beau Bell,ILB,73,244,4.9,,25,,,,0
Martellus Bennett,TE,78,259,4.68,34,18,118,7.64,4.53,1
Earl Bennett,WR,71,209,4.48,26,15,110,7.15,4.22,0
Yvenson Bernard,RB,68,204,4.81,29.5,,112,7.22,4.73,0
Davone Bess,WR,70,194,4.64,31.5,12,118,6.97,4.27,0
Kroy Biermann,OLB,75,246,4.85,31.5,29,112,7.08,4.56,0
Adam Bishop,TE,77,248,4.98,27,21,113,7.14,4.28,0
James Blair,OG,75,323,5.28,23.5,28,103,8.44,5.33,0
Tommy Blake,DE,75,281,4.78,,,,,,0
Todd Blythe,WR,77,214,4.65,31.5,,118,6.92,4.23,0
Brian Bonner,SS,71,196,4.61,31,17,113,7.21,4.43,0
Barry Booker,DT,76,285,5.06,,24,,,,0
John David Booty,QB,74,218,4.82,22.5,,99,,4.58,0
Alvin Bowen,OLB,73,223,4.79,34,15,119,7.21,4.3,0
Zack Bowman,CB,72,197,4.39,30.5,18,122,7.1,4.21,0
Adarius Bowman,WR,75,223,4.74,,14,,,,0
Cory Boyd,RB,72,213,4.52,33.5,25,118,6.97,4.24,0
Mark Bradford,WR,73,211,4.69,36.5,19,120,7.12,4.47,0
Tyvon Branch,CB,71,204,4.31,34,19,120,,4.4,0
Brandon Breazell,WR,72,160,4.41,30.5,,115,6.97,,0
Colt Brennan,QB,74,207,4.79,,,,,,0
Alex Brink,QB,74,211,4.96,28,,112,7.22,4.19,0
Brian Brohm,QB,75,230,4.81,30,,115,7.13,4.55,0
Durant Brooks,P,72,204,5.2,,,,,,0
Travis Brown-02,WR,74,202,4.49,30,13,120,7.18,4.38,0
Titus Brown,OLB,74,246,4.82,,18,,,,0
Thomas Brown,RB,68,204,4.51,36,25,128,7.17,,0
Duane Brown,OT,76,315,5.07,27.5,24,105,7.58,4.52,1
Red Bryant,DT,76,318,5,28,20,111,7.75,4.64,0
Dorien Bryant,WR,70,174,4.49,,,119,6.88,4.24,0
Tim Bugg,LS,72,257,5.12,,17,,,,0
Keenan Burton,WR,72,201,4.44,38.5,10,125,6.77,4.2,0
Ezra Butler,OLB,73,245,4.65,,,,,,0
Andre Caldwell,WR,72,204,4.35,33,,124,6.75,4.11,0
